Año,Mes,Fecha_Pub_DOF,Clave ciudad,Nombre ciudad,División,Grupo,Clase,Subclase,Clave genérico,Genérico,Consecutivo,Especificación,Precio promedio,Cantidad,Unidad,Estatus
2021,7,26/08/2021 00:00,2,"Mérida, Yuc.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"LANTUS, MED P/DIAB, AMPOLLETA, 1 DE 10 ML, LAB SANOFI AVENTI",1443.5,1,CAJA  ,
2021,7,26/08/2021 00:00,2,"Mérida, Yuc.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DIMEFOR, METABOLICO, TABLETAS, 30 DE 500 MG, LAB SIEGFRIED  ",188.37,1,CAJA  ,
2021,7,26/08/2021 00:00,2,"Mérida, Yuc.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"DABEX XR, MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB MERCK     ",362.5,1,CAJA  ,
2021,7,26/08/2021 00:00,2,"Mérida, Yuc.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"GLUNOVAG, MED P/DIAB, TABLETAS, 60 TAB DE 500 MG, LAB NOVAG ",51,1,CAJA  ,
2021,7,26/08/2021 00:00,2,"Mérida, Yuc.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"ACXION, METABOLICO, TABLETAS, 30 DE 15 MG, LAB IFA          ",145,1,CAJA  ,
2021,7,26/08/2021 00:00,2,"Mérida, Yuc.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"METFORMINA, METABOLICO, TABLETAS, 30 DE 850MG, LAB LANDSTEIN",28.9,1,CAJA  ,
2021,7,26/08/2021 00:00,3,"Morelia, Mich.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"AMARYL, METABOLICO, TABLETAS, 2 MG, CAJA C/ 15, LAB SANOFI  ",327,1,CAJA  ,
2021,7,26/08/2021 00:00,3,"Morelia, Mich.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DABEX, MED P/DIAB, TABLETAS, 500 MG, 60 TABLETAS, LAB MERCK ",400.5,1,CAJA  ,
2021,7,26/08/2021 00:00,3,"Morelia, Mich.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GALVUS MET, MEDICAMENTO PARA DIABETES, COMPRIMIDOS, CAJA C/3",460.84,1,CAJA  ,
2021,7,26/08/2021 00:00,4,"Guadalajara, Jal.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"MEDIMART, MED P/DIAB, TABLETAS, METFORMINA, C/30, DE 750 MG ",88,1,CAJA  ,
2021,7,26/08/2021 00:00,4,"Guadalajara, Jal.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DABEX, MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK      ",358,1,CAJA  ,
2021,7,26/08/2021 00:00,4,"Guadalajara, Jal.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GALVUS, MED P/DIAB, COMPRIMIDOS, DE 50MG/850MG, C/60, LAB NO",1056,1,CAJA  ,
2021,7,26/08/2021 00:00,4,"Guadalajara, Jal.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"GALVUS, MED P/DIAB, COMPRIMIDOS, DE 50MG/850MG, C/60, LAB NO",1024.55,1,CAJA  ,
2021,7,26/08/2021 00:00,4,"Guadalajara, Jal.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"HUMALOG, MED P/DIAB, AMPOLLETAS, DE 100ML, LAB HUMULAG      ",837.75,1,CAJA  ,
2021,7,26/08/2021 00:00,4,"Guadalajara, Jal.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"METFORMINA, MED P/DIAB, TABLETAS, 60 DE 500MG, LAB PHARMALIF",48.01,1,FCO   ,
2021,7,26/08/2021 00:00,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"LANTUS SOLOSTAR, MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI ",407.87,1,CAJA  ,
2021,7,26/08/2021 00:00,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GLUCOPHAGE, MED P/DIAB, TABLETAS, C/40 DE 850 MG, LAB ROCHE ",405,1,CAJA  ,
2021,7,26/08/2021 00:00,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLUCOVANCE, MED P/DAB, TABLETAS, C/60 DE 500/5.0 MG, MERCK  ",640.8,1,CAJA  ,
2021,7,26/08/2021 00:00,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"GLIMETAL LEX, MED P/DIAB, TABLETAS, 16 DE 2/850 MG, SILANES ",559.99,1,CAJA  ,
2021,7,26/08/2021 00:00,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"GLUCERNA, MED P/DIAB, POLVO, SR, BOTE DE 400 GR             ",324.99,1,BOTE  ,
2021,7,26/08/2021 00:00,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"DABEX XR, MED P/DIAB, TABLETAS, 30 DE 500 MG C/U, LAB MERCK ",258.74,1,CAJA  ,
2021,7,26/08/2021 00:00,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"DABEX XR, MED P/DIAB, TABLETAS, 30 DE 500 MG C/U, LAB MERCK ",253,1,CAJA  ,
2021,7,26/08/2021 00:00,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,8,"GLIMETAL, MED P/DIAB, TABLETAS, 16 DE 4/100 MG, LAB SILANES ",890.95,1,CAJA  ,
2021,7,26/08/2021 00:00,6,"Mexicali, B.C.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"GLUCOPHAGE, MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB MERCK   ",479,1,CAJA  ,
2021,7,26/08/2021 00:00,6,"Mexicali, B.C.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GLUCOPHAGE, MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB ROCH    ",432.5,1,CAJA  ,
2021,7,26/08/2021 00:00,6,"Mexicali, B.C.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLUCOP, METABOLICO , TABLETAS, 60 DE 500 MG, LAB ROCHE      ",552,1,CAJA  ,
2021,7,26/08/2021 00:00,6,"Mexicali, B.C.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"DIMEFOR, MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB            ",247.1,1,CAJA  ,
2021,7,26/08/2021 00:00,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEX, MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK      ",430,1,CAJA  ,
2021,7,26/08/2021 00:00,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GLUCOPHAGE, MED P/DIAB, TABLETAS, 60 DE 850 MG, LAB ROCHE   ",709.52,1,CAJA  ,
2021,7,26/08/2021 00:00,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"DABEX XR, MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB MERCK     ",272,1,CAJA  ,
2021,7,26/08/2021 00:00,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"DIMEFORT, MED P/DIAB, TABLETAS, 60 DE 500/2.5MG, LAB SIEGFRI",375,1,CAJA  ,
2021,7,26/08/2021 00:00,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"DABEX, MED P/DIAB, TABLETAS, XR, C/30 DE 750 MG, LAB MERCK  ",384.01,1,CAJA  ,
2021,7,26/08/2021 00:00,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DIABION, MED P/DIAB, CAPSULAS, 30 DE 3552 GR, LAB MERCK     ",267,1,CAJA  ,
2021,7,26/08/2021 00:00,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"HUMALOG MIX 25, MED P/DIAB, AMPOLLETA, 2 DE 3 ML, LAB ELI LI",733.5,1,CAJA  ,
2021,7,26/08/2021 00:00,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"FARMACIA DEL AHORRO MP, MED P/DIAB, TABLETAS, PIOGLITAZONA, ",188,1,FCO   ,
2021,7,26/08/2021 00:00,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"METFORMINA, MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB ALPHARMA",25,1,CAJA  ,
2021,7,26/08/2021 00:00,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"GLUCOBAY, MED P/DIAB, TABLETAS, 30 DE 50 MG, LAB BAYER      ",266.5,1,CAJA  ,
2021,7,26/08/2021 00:00,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"AMARYL, MED/P DIAB, TABLETAS, CAJA DE 15, DE 2 MG, LAB SANOF",369.5,1,CAJA  ,
2021,7,26/08/2021 00:00,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEX XR,MED P/DIAB ,TABLETAS, DE 30 DE 750 MG, MERCK LAB   ",407.17,1,CAJA  ,
2021,7,26/08/2021 00:00,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"PRE-DIAL PLUS, MED P/DIAB, TABLETAS, DE 30 DE 850 MG, LAB SI",383.59,1,CAJA  ,
2021,7,26/08/2021 00:00,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"DABEX, MED P/DIAB, TABLETAS, DE 60 DE 500 MG, LAB MERCK     ",320.3,1,CAJA  ,
2021,7,26/08/2021 00:00,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"AMARYL, MED P/DIAB, TABLETAS, DE 15 DE 2 MG, LAB SANOFI AVEN",376.84,1,CAJA  ,
2021,7,26/08/2021 00:00,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"GALVUSMET, MED P/ DIAB, COMPRIMIDOS,DE 60 DE 850/50 MG, LAB ",932.28,1,CAJA  ,
2021,7,26/08/2021 00:00,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"GLIMETAL, MED P/DIAB, TABLETAS, 16 DE 4/850 MG, LAB SILANES ",757.9,1,CAJA  ,
2021,7,26/08/2021 00:00,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"JANUMET, MED P/DIAB, COMPRIMIDOS, DE 28 DE 50/500 MG, LAB ME",635.88,1,CAJA  ,
2021,7,26/08/2021 00:00,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DIABION, MED P/DIAB, CAPSULAS, C/30, LAB MERK               ",279,1,CAJA  ,
2021,7,26/08/2021 00:00,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GLUCOVANCE, MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK ",584,1,CAJA  ,
2021,7,26/08/2021 00:00,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLUCOPHAGE XR, MED P/DIAB, GRAGEAS, 30 DE 750 MG, LAB MERCK ",435.22,1,CAJA  ,
2021,7,26/08/2021 00:00,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"INSULINA, MED P/DIAB, AMPOLLETAS, 100 UI/ML, INSULINA HUMANA",118.52,1,CAJA  ,
2021,7,26/08/2021 00:00,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"DABEX, MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK        ",385.07,1,CAJA  ,
2021,7,26/08/2021 00:00,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"METFORMINA, MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB FARMACIA",50,1,CAJA  ,
2021,7,26/08/2021 00:00,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DIMEFOR, MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIED R",191.15,1,CAJA  ,
2021,7,26/08/2021 00:00,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLUCOPHAGE, MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB MERCK   ",424,1,CAJA  ,
2021,7,26/08/2021 00:00,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"PREDIAL PLUS, MED P/DIAB, TABLETAS, 30 DE 850MG, LAB SILANES",426.98,1,CAJA  ,
2021,7,26/08/2021 00:00,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"GALVUS MET, MED P/DIAB, COMPRIMIDOS, 30 DE 50/850 MG, LAB NO",508.77,1,CAJA  ,
2021,7,26/08/2021 00:00,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"THIOCTACID, METABOLICO, TABLETAS, 30 DE 600 MG, LAB BAYER   ",853.11,1,FCO   ,
2021,7,26/08/2021 00:00,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"GLIMETAL, TABLETAS 16, DE 1000/2 MG, LAB SILANES            ",585.34,1,CAJA  ,
2021,7,26/08/2021 00:00,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"ACARBOSA, MED P/DIAB, TABLETAS, 50 MG, 30 PZAS, ALPHARMA    ",66,1,CAJA  ,
2021,7,26/08/2021 00:00,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"METFORMINA, MED P/DIAB, COMPRIMIDOS, C/30, DE 500 MG        ",65,1,CAJA  ,
2021,7,26/08/2021 00:00,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLUCOVANCE, MED P/DIAB, TABLETAS, C/60, DE 500/2.5 MG, LAB M",473.13,1,CAJA  ,
2021,7,26/08/2021 00:00,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"AMARYL, MED P/DIAB, TABLETAS, C/15 DE 2 MG, SANOFI AVENTIS  ",332.12,1,CAJA  ,
2021,7,26/08/2021 00:00,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"DABEX, METABOLICO, TABLETAS, C/30 DE 850 MG, ME             ",268.53,1,CAJA  ,
2021,7,26/08/2021 00:00,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"GLUCERNA, MED P/DIAB, SUSPENSION, FCO C/237 ML, ABBOTT LAB  ",48.5,1,FCO   ,
2021,7,26/08/2021 00:00,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"METFORMINA, MED P/DIAB, TABLETAS, 30 DE 850 MG, PHARMA LIFE ",18.5,1,CAJA  ,
2021,7,26/08/2021 00:00,13,"Tapachula, Chis.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"MELLITRON, MED P/DIAB, TABLETAS, 40 DE 400/125 MG, LAB JANSS",266.03,1,CAJA  ,
2021,7,26/08/2021 00:00,13,"Tapachula, Chis.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"JANUVIA, MED P/DIAB, TABLETAS, 28 DE 100 MG, LAB MERCK      ",1002.95,1,CAJA  ,
2021,7,26/08/2021 00:00,13,"Tapachula, Chis.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"MAVIGLIN, MED P/DIAB, TABLETAS, 30 25 MG, LAB GENERICO      ",45.36,1,CAJA  ,
2021,7,26/08/2021 00:00,13,"Tapachula, Chis.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"GLUCOPHAGE, METABOLICO, CAPSULAS, 60 DE 850 MG, LAB EL      ",688,1,CAJA  ,
2021,7,26/08/2021 00:00,14,"Toluca, Edo. de Méx.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DIABEX, MED P/DIAB, TABLETAS, 30 DE 850MG, LAB MERCK        ",285,1,CAJA  ,
2021,7,26/08/2021 00:00,14,"Toluca, Edo. de Méx.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GALVUS, METABOLICO , GRAGEAS,  56 CMPR, 50MG, LAB NOVARTIS  ",838,1,CAJA  ,
2021,7,26/08/2021 00:00,14,"Toluca, Edo. de Méx.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"XIGDUO XR, MED P/DIAB, TABLETAS, 10/1000MG, C/28 TABL,LAB AS",1187,1,CAJA  ,
2021,7,26/08/2021 00:00,14,"Toluca, Edo. de Méx.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"HUMALOG, METABOLICO , SUSPENSION, DE 25 UI/ML, LAB LILLY    ",808,1,PZA   ,
2021,7,26/08/2021 00:00,15,"Torreón, Coah.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"TRAYENTA, TABLETAS, DE 30, DE 5 MG, LAB LILLY               ",1228.5,1,CAJA  ,
2021,7,26/08/2021 00:00,15,"Torreón, Coah.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DINAMEL, METABOLICO, TABLETAS, 30 DE 500 MG, LAB LIFERPAL   ",53.18,1,CAJA  ,
2021,7,26/08/2021 00:00,15,"Torreón, Coah.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"SILANES, TABLETAS, GLIMETAL 1 MG DE GLIMEPERIDA, LAB SILANES",691,1,CAJA  ,
2021,7,26/08/2021 00:00,15,"Torreón, Coah.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"DIABION, CAPSULAS, C/30, LAB MERCK                          ",242.17,1,FCO   ,
2021,7,26/08/2021 00:00,16,"Veracruz, Ver.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEX-XR, METABOLICO, GRAGEAS, 30 DE 750 MG, LAB MERCK      ",381.5,1,CAJA  ,
2021,7,26/08/2021 00:00,16,"Veracruz, Ver.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"AMARYL, TABLETAS, 15 DE 2 MG, LAB SANOFI                    ",364,1,CAJA  ,
2021,7,26/08/2021 00:00,16,"Veracruz, Ver.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"DABEX XR, TABLETAS, 30 DE 1000 MG, LAB MERCK                ",396,1,CAJA  ,
2021,7,26/08/2021 00:00,16,"Veracruz, Ver.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"GALVUS, COMPRIMIDOS, 28 DE 50 MG, LAB NOVARTIS              ",387.42,1,CAJA  ,
2021,7,26/08/2021 00:00,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEX XR, MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB MERCK     ",326.5,1,CAJA  ,
2021,7,26/08/2021 00:00,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DIMEFOR XR, MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIE",199,1,CAJA  ,
2021,7,26/08/2021 00:00,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLIBENCLAMIDA, MED P/DIAB, 40 DE 5/1000MG, LAB SILANES      ",89,1,CAJA  ,
2021,7,26/08/2021 00:00,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"DABEX XR, MED P/DIAB, COMPRIMIDOS, 30 DE 500 MG, LAB MERCK  ",237.66,1,CAJA  ,
2021,7,26/08/2021 00:00,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"DABEON CAP, MED P/DIAB, CAPSULAS, 30 DE 1.184 G, LAB MERCK  ",279,1,CAJA  ,
2021,7,26/08/2021 00:00,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"PREDIAL, MED P/DIAB, TABLETAS, 60 DE 500 GR, LAB SILANES    ",277,1,CAJA  ,
2021,7,26/08/2021 00:00,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"LANTUS, MED P/DIAB, AMPOLLETAS, INYECTABLE, 1 DE 3 ML, LAB S",443,1,CAJA  ,
2021,7,26/08/2021 00:00,18,"Tampico, Tamps.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DIMEFOR, METABOLICO, TABLETAS, CAJA DE 30, DE 850 MG, LAB SI",269,1,CAJA  ,
2021,7,26/08/2021 00:00,18,"Tampico, Tamps.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DABEX XR, MED P/DIAB, TABLETAS, CAJA DE 60, DE 500 MG, LAB M",395,1,CAJA  ,
2021,7,26/08/2021 00:00,18,"Tampico, Tamps.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"FICONAX, MED P/DIAB, TABLETAS, FCO DE 30, DE 1 GR, LAB PISA ",280,1,FCO   ,
