"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"1288555","11025622112000011001000000U2","UMAPS DEL CARMEN","GOBIERNO DEL ESTADO DE GUANAJUATO ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","LAZARO CARDENAS","CALLE","NINGUNO","CALLE","IGNACIO COMONFORT","CALLE","IGNACIO COMONFORT","101",,,,"0",,"COLONIA","DEL CARMEN",,,,"36404","11","GUANAJUATO","025","Purísima del Rincón","0001","Purísima de Bustos","0351","002",,,,"Fijo","21.04375608","-101.85378898","2010-07"
"8088291","11020622112000282000000000U0","UMAPS DEL POTRERO","SECRETARIA DE SALUD DEL ESTADO DE GUANAJUATO ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","BELGA","CALLE","PURA SANGRE","BOULEVARD","POTRERO DE CORPUS","BOULEVARD","POTRERO DE CORPUS",,"SN",,,,,"COLONIA","CARMEN CTM",,,,"37297","11","GUANAJUATO","020","León","0001","León de los Aldama","2953","065",,,,"Fijo","21.11988689","-101.60344028","2019-11"
"1203764","11009622112000053001000000U8","UMAPS EMPALME ESCOBEDO","UNIDAD MEDICA EN ATENCION PRIMARIA ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","CARRANZA","CALLE","GUADALUPE","CALLE","VENUSTIANO CARRANZA","CALLE","EMBARCADERO","1",,,,,,"COLONIA","CENTRO",,,,"38210","11","GUANAJUATO","009","Comonfort","0010","Empalme Escobedo","0146","034",,,,"Fijo","20.67486609","-100.75135502","2014-12"
"1119022","11027622112000032000000000U4","UMAPS LAZARO CARDENAS","SECRETARÍA DE SALUD DE GUANAJUATO ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","SIN REFERENCIA","CALLE","SIN REFERENCIA","CALLE","NINGUNO","CALLE","NINGUNO","200",,"EDIFICIO SIN NOMBRE","PISO 1",,,"COLONIA","AMPLIACION LAZARO CAREDENAS",,,,"36723","11","GUANAJUATO","027","Salamanca","0001","Salamanca","127A","001",,,,"Fijo","20.59453569","-101.2030542","2010-07"
"1256731","11002622112000052000000000U5","UMAPS LOMA DORADA","SECRETARIA DE SALUD DEL ESTADO DE GUANAJUATO ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","LOMA VERDE","CALLE","LAS FLORES","CALLE","LOMA DORADA","AVENIDA","GUADALUPE",,"SN",,,,,"COLONIA","LAS FLORES",,,,"38614","11","GUANAJUATO","002","Acámbaro","0001","Acámbaro","0501","029","4171725943",,,"Fijo","20.04706496","-100.71581398","2014-12"
"8065887","11009622112000062000000000U9","UMAPS NEUTLA","SECRETARIA DE SALUD DE GUANAJUATO ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","PLAZA PRINCIPAL","CERRADA","5 DE MAYO","CALLE","IGNACIO RAYON","CALLE","JIMENEZ",,"SN",,,,,"LOCALIDAD","NEUTLA",,,,"38220","11","GUANAJUATO","009","Comonfort","0025","Neutla","0235","003",,,,"Fijo","20.70553724","-100.83995915","2019-11"
"8487343","11020622112000332000000000U3","UMAPS PLAN DE GUANAJUATO","UMAPS PLAN DE GUANAJUATO GTSSA002516 ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","FARO DE LA SANDIA","CALLE","PILAR DE LA SANDIA","CALLE","NINGUNO","CALLE","NINGUNO",,"SN",,,,,"LOCALIDAD","PLAN DE GUANAJUATO",,,,"37687","11","GUANAJUATO","020","León","0435","Plan Guanajuato (La Sandía)","0961","001",,,,"Fijo","20.9214922","-101.69658214","2019-11"
"1258676","11015622112000102000000000U0","UMAPS PUENTECILLAS","SECRETARIA DE SALUD ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","VICENTE GUERRERO","CALLE","MIGUEL HIDALGO","CALLE","BAJADA DEL TALLER","CALLE","MIGUEL HIDALGO","0","SN",,,"0",,"LOCALIDAD","PUENTECILLAS",,,,"36262","11","GUANAJUATO","015","Guanajuato","0091","Puentecillas","1495","002",,,,"Fijo","20.93115852","-101.27974861","2014-12"
"6469745","11007622112000152000000000U2","UMAPS ROQUE","GOBIERNO DEL ESTADO ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","NIÑOS HEROES","CALLE","FRANCISCO I. MADERO","CALLE","JUSTO SIERRA","CALLE","ÁLVARO OBREGÓN",,"SN",,,,,"LOCALIDAD","ROQUE",,,,"38110","11","GUANAJUATO","007","Celaya","0146","Roque","1328","034","4616116767",,,"Fijo","20.58324603","-100.83754316","2016-01"
"7397947","11031622112000042000000000U5","UMAPS SAN CRISTOBAL EL CERRITO","UMAPS SAN CRISTOBAL EL CERRITO GTSSA003851 ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","CAMINO REAL","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","FRANCISCO I. MADERO","CALLE","JUÁREZ",,"SN",,,,,"LOCALIDAD","SAN CRISTOBAL EL CERRITO",,,,"36467","11","GUANAJUATO","031","San Francisco del Rincón","0061","San Cristóbal (El Cerrito)","0556","017",,,,"Fijo","20.97972327","-101.69968228","2019-11"
"1147502","11020622112000021001000000U2","UMAPS SAN NICOLAS","SECRETARÍA DE SALUD PÚBLICA DE GUANAJUATO ","622112","Hospitales generales del sector público","6 a 10 personas","BOULEVARD","HERMANOS ALDAMA","CALLE","RIO LERMA","BOULEVARD","J. J. TORRES LANDA ORIENTE","CALLE","RÍO COLORADO","1123","D",,,,,"COLONIA","SAN NICOLAS",,,,"37480","11","GUANAJUATO","020","León","0001","León de los Aldama","1832","010",,,,"Fijo","21.10375764","-101.67855313","2010-07"
"1294949","11028622112000011000000000U6","UMAPS SAN NICOLAS DE LOS AGUSTINOS","SECRETARIA DE SALUD ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","QUINTA 10 DE MAYO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","10 DE MAYO","PROLONGACION","HIDALGO",,"SN",,,,,"COLONIA","IRRIGACION",,,,"38930","11","GUANAJUATO","028","Salvatierra","0058","San Nicolás de los Agustinos","0334","026",,,,"Fijo","20.24280206","-100.96495363","2010-07"
"1277309","11011622112000031000000000U0","UMAPS SANTA FE","SECRETARIA DE SALUD PUBLICA ","622112","Hospitales generales del sector público","0 a 5 personas","PRIVADA","MORELOS","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","MORELOS","OTRO (ESPECIFIQUE)","NINGUNO",,"SN",,,,,"LOCALIDAD","SANTA FE DE LA PURISIMA",,,,"38497","11","GUANAJUATO","011","Cortazar","0050","Santa Fe de la Purísima","0021","005",,,,"Fijo","20.49031498","-100.88974431","2010-07"
"1272575","11020622112000071001000000U7","UMAPS SANTA ROSA PLAN DE AYALA","SECRETARÍA DE SALUD CLAVE GTSSA002562 ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","SAN LUIS BELTRAN","CALLE","SANTA ÁNGELA MERICI NORTE","CALLE","FRAY BARTOLOME GUTIERREZ","CALLE","FRAY ANTONIO VALDIVIESO","0","SN",,,"0",,"LOCALIDAD","PLAN DE AYALA SANTA ROSA",,,,"37490","11","GUANAJUATO","020","León","0401","Plan de Ayala (Santa Rosa)","0923","009",,,,"Fijo","21.07049391","-101.72084168","2010-07"
"1134086","11044622112000032000000000U9","UMAQS MEXICANOS","INSTITUTO DE SEGURIDAD SOCIAL SSA","622112","Hospitales generales del sector público","6 a 10 personas","AVENIDA","AVENIDA DEL CORREO","PRIVADA","NINGUNO","CALLE","ALLENDE","CALLE","VENUSTIANO CARRANZA","201",,,,,,"LOCALIDAD","MEXICANOS",,,,"38271","11","GUANAJUATO","044","Villagrán","0023","Mexicanos","0060","022",,,,"Fijo","20.52816782","-101.0696879","2014-12"
"6495909","11007622112000133000000000U2","UNEME ENFERMEDADES CRÓNICAS DE CELAYA","SECRETARÍA DE SALUD GUANAJUATO ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","REAL DEL POTOSI","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","VICTOR JOSE LIZARDI","CALLE","JUAN B. CASTELAZO",,"SN",,,,,"COLONIA","CASA BLANCA",,,,"38024","11","GUANAJUATO","007","Celaya","0001","Celaya","1741","023","4616145936",,,"Fijo","20.52509734","-100.84545522","2016-01"
"1351708","11009622112000033000000000U0","UNIDAD DE ATENCION IMSS COMONFORT","IMSS ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","MAGISTERIO","CALLE","JUAN ALDAMA","CALLEJON","MAGUEYAL","CALLEJON","GUANI",,"SN",,,,,"COLONIA","COMONFORT CENTRO",,,,"38200","11","GUANAJUATO","009","Comonfort","0001","Comonfort","0057","024",,,"WWW.IMSS.GOB.MX","Fijo","20.71790348","-100.75599668","2010-07"
"1324805","11002622112000012000000000U9","UNIDAD DE MEDICA FAMILIAR ISSTE","SECRETARIA DE SALUD GOBIERNO FEDERAL ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","LAUREL","AVENIDA","LAZARO CARDENAS","CALLE","SOLEDAD","CALLE","NARANJO","54",,,,"0",,"COLONIA","LOMAS VERDES",,,,"38650","11","GUANAJUATO","002","Acámbaro","0001","Acámbaro","0130","038",,,,"Fijo","20.0241398","-100.7182181","2010-07"
"1230875","11011622112000085000000000U6","UNIDAD DE MEDICINA FAMILIAR CON HOSPITAL NÚMERO 6","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","51 a 100 personas","CALLE","NIÑO ARTILLERO","CALLE","FLORENCIO ANTILLON","CALLE","EIFFEL","CALLE","HÉROE DE NACOZARI","300",,,,,,"COLONIA","ZONA CENTRO",,,,"38300","11","GUANAJUATO","011","Cortazar","0001","Cortazar","0040","014",,"GUILLERMO.OROZCOG@IMSS.GOB.MX",,"Fijo","20.48680881","-100.96588124","2014-12"
"1259074","11020622112000153001000000U3","UNIDAD DE MEDICINA PREVENTIVA EN EL TRANSPORTE","GOBIERNO ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","LA HERRADURA","BOULEVARD","AEROPUERTO","CALLE","BENITO JUAREZ","CALLE","LA PRINCIPAL MIGUEL HIDALGO","131",,,,"0","SN","COLONIA","SAN CARLOS  LA RONCHA",,,,"37672","11","GUANAJUATO","020","León","0001","León de los Aldama","3326","013",,"JMANDRAT@SCT.GOB.MX",,"Fijo","21.06574081","-101.58613874","2010-07"
"1252236","11005622112000081000000000U7","UNIDAD MEDICA","GOBIERNO DEL ESTADO ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","5 DE FEBRERO","CALLE","20 DE NOVIEMBRE","CALLE","NINGUNO","CALLE","21 DE MARZO",,"SN",,,,,"HACIENDA","CASTIILO",,,,"38184","11","GUANAJUATO","005","Apaseo el Grande","0008","El Castillo","072A","002",,,,"Fijo","20.58048077","-100.49280706","2014-12"
"1185236","11020622112000277000000000U0","UNIDAD MEDICA DE ALTA ESPECIALIDAD","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","251 y más personas","BOULEVARD","ADOLFO LOPEZ MATEOS PONIENTE","BOULEVARD","PASEO DE LOS INSURGENTES","CALLE","ATENAS","AVENIDA","FRANCIA",,"SN",,,,,"COLONIA","MODERNA",,,,"37322","11","GUANAJUATO","020","León","0001","León de los Aldama","029A","009",,,,"Fijo","21.13975195","-101.68668899","2010-07"
"1248195","11007622112000172001000000U0","UNIDAD MEDICA DE ASISTENCIA PREVEETIVA DE SALUD. UMAPS BECERRO","CAISES CELAYA ","622112","Hospitales generales del sector público","31 a 50 personas","CALLE","MIGUEL HIDALGO","CALLE","FRANCISCO I. MADERO","CALLE","AGUASCALIENTES","CALLE","NINGUNO",,"SN",,,,,"COLONIA","EL BECERRO",,,,"38020","11","GUANAJUATO","007","Celaya","0001","Celaya","3165","035",,,,"Fijo","20.54594643","-100.85340948","2014-12"
"7336436","11017622112000151000000000U3","UNIDAD MEDICA DE ATENCION DE PRIMARIA A LA SALUD","SECRETARIA DE SALUD DE GUANAJUATO ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","INSURGENTES","CALLE","SAN LUIS","CALLE","ARIES","CALLE","LA HIGUERA","115",,,,"0",,"LOCALIDAD","EX-HACIENDA DE MARQUEZ",,,,"36800","11","GUANAJUATO","017","Irapuato","0102","Hacienda de Márquez","0010","010",,,,"Fijo","20.77963362","-101.36017666","2019-11"
"1252010","11005622112000091000000000U6","UNIDAD MEDICA DE ATENCION PRIMARIA A LA SALUD","GOBIERNO ESTATAL ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","SIN REFERENCIA","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",,"SN",,,,"SN","LOCALIDAD","SAN PEDRO TENANGO",,,,"38190","11","GUANAJUATO","005","Apaseo el Grande","0047","San Pedro Tenango","0715","033",,,,"Fijo","20.50942731","-100.62646323","2014-12"
"1226769","11035622112000031000000000U9","UNIDAD MEDICA DE ATENCIÓN PRIMARÍA A LA SALUD","SECRETARÍA DE SALUD ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","AVENIDA DEL CALVARIO","CALLE","AVENIDA DEL TEMPLO","CALLE","AVENIDA DEL TEMPLO","CALLE","AVENIDA DEL CALVARIO",,"SN",,,,,"LOCALIDAD","RINCON DE CENTENO",,,,"38240","11","GUANAJUATO","035","Santa Cruz de Juventino Rosas","0053","Rincón de Centeno","0752","025",,,,"Fijo","20.66159135","-100.88351885","2014-12"
"1307190","11013622112000023001000000U3","UNIDAD MEDICA DE ATENCION PRIMARIA A LA SALUD DOCTOR MORA","GOBIERNO DEL ESTADO DE GUANAJUATO ","622112","Hospitales generales del sector público","51 a 100 personas","AVENIDA","HIDALGO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","VICENTE FOX","CALLE","NINGUNO",,"SN",,,,,"COLONIA","CENTRO",,,,"37960","11","GUANAJUATO","013","Doctor Mora","0001","Doctor Mora","0172","002","4191930721",,,"Fijo","21.13904511","-100.33198772","2010-07"
"1261142","11020622112000113000000000U7","UNIDAD MEDICA DE ATENCION PRIMARIA A LA SALUD SAN JOSE DE CEMENTOS","GOBIERNO DEL ESTADO DE GUANAJUATO ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","TEXTILES","CALLE","IMPRESORES","CALLE","DE LOS CARTEROS","CALLE","MINEROS",,"SN",,,,,"COLONIA","SAN JOSE DE CEMENTOS",,,,"37555","11","GUANAJUATO","020","León","0001","León de los Aldama","1141","018","4771948658",,,"Fijo","21.08644483","-101.6694636","2010-07"
"1259288","11020622112000173000000000U1","UNIDAD MEDICA DE ATENCION PRIMARIA A LA SALUD SANTA ANA DEL CONDE","SECRETARIA DE SALUD ","622112","Hospitales generales del sector público","6 a 10 personas","AVENIDA","SANTA ANA DEL CONDE","CALLE","PEDRO DE ALVARADO","PRIVADA","JUAN DIAZ","CALLE","PEDRO DE ALVARADO","17",,,,,,"LOCALIDAD","ALVARO OBREGON SANTA ANA DEL CONDE",,,,"37680","11","GUANAJUATO","020","León","0464","Álvaro Obregón (Santa Ana del Conde)","3716","006",,,,"Fijo","20.95759934","-101.57967156","2010-07"
"9039908","11030622112000051000000000U8","UNIDAD MEDICA DE ATENCION PRIMARIA DE SALUD","SECRETARIA DE SALUD ","622112","Hospitales generales del sector público","0 a 5 personas","AVENIDA","GUADALUPE","CALLE","CORREGIDORA","CALLE","MIGUEL HIDALGO","ANDADOR","NINGUNO",,"SN",,,,,"LOCALIDAD","LAGUNA DE GUADALUPE",,,,"37610","11","GUANAJUATO","030","San Felipe","0120","Laguna de Guadalupe","0582","021",,,,"Fijo","21.79877331","-101.35845393","2019-11"
"1133546","11035621112000011000000000U4","UNIDAD MEDICA DE ATENCION PRIMARIA DE SALUD SANTIAGO DE CUENDA","SECRATARIA DE SALUD DE GUANAJUATO ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","MELCHOR OCAMPO","CALLE","JOSE MARIA MORELOS","CALLE","MIGUEL HIDALGO","CALLE","FRANCISCO VILLA",,"SN",,,,,"COLONIA","FELIPE ANGELES",,,,"38240","11","GUANAJUATO","035","Santa Cruz de Juventino Rosas","0075","Santiago de Cuenda","0146","027",,,,"Fijo","20.59914675","-100.99141366","2010-07"
"1281221","11030622112000042000000000U7","UNIDAD MÉDICA DE ATENCIÓN PRIMARIA EN SALUD DE FÁBRICA DE MELCHOR","INSTITUTO DE SALUD PÚBLICA DEL ESTADO DE GUANAJUATO ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NICOLAS ZAPATA","CALLE","REFORMA",,"SN",,,,,"LOCALIDAD","FABRICA DE MELCHOR",,,,"37611","11","GUANAJUATO","030","San Felipe","0141","Fábrica de Melchor","0120","004",,,,"Fijo","21.67204654","-100.90404628","2010-07"
"1128743","11027622112000082001000000U9","UNIDAD MÉDICA DE ATENCIÓN PRIMARIA PARA LA SALUD","INSTITUTO DE SALUD PÚBLICA DEL ESTADO DE GUANAJUATO ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","REVOLUCION","CALLE","SIN REFERENCIA","PRIVADA","NINGUNO","CALLE","NINGUNO",,"SN",,,,,"LOCALIDAD","LA CAPILLA",,,,"36874","11","GUANAJUATO","027","Salamanca","0042","La Capilla","006A","002",,,,"Fijo","20.55845222","-101.30150604","2010-07"
"1127984","11022622112000025001000000U9","UNIDAD MEDICA DE ATENCION PRIMARIA UMAPS OCAMPO","INSTITUTO DE SALUD PÚBLICA DEL ESTADO DE GUANAJUATO ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","MANUEL DOBLADO","CALLE","MANUEL DOBLADO","CALLE","RAYON","CALLE","5 DE MAYO",,"SN",,,,,"COLONIA","CENTRO",,,,"37630","11","GUANAJUATO","022","Ocampo","0001","Ocampo","0133","018",,,,"Fijo","21.64751156","-101.48008944","2010-07"
"1329378","11007622112000011000000000U0","UNIDAD MEDICA DE ATENCIÓN PRIMARIO DE LA SALUD JUAN MARTÍN","UNIDAD MEDICA DE ATENCIÓN PRIMARIO DE LA SALUD JUAN MARTÍN ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","NINGUNO","CALLE","JOSE MARIA MORELOS","CALLE","BENITO JUAREZ","CALLE","5 DE MAYO",,"SN",,,,,"LOCALIDAD","JUAN MARTIN",,,,"38146","11","GUANAJUATO","007","Celaya","0109","Juan Martín","0616","012",,,,"Fijo","20.46992393","-100.74854847","2010-07"
"1183536","11020622111000361000000000U4","UNIDAD MEDICA LA FAMILIA","CAJA POPULAR SAN NICOLAS SC DE AP DE RL DE CV","622111","Hospitales generales del sector privado","0 a 5 personas","CERRADA","RIO NIGER","CERRADA","RIO DANUBIO","CALLE","RIO BRAVO","CALLE","LA HABANA","108",,,,,,"COLONIA","SAN NICOLAS",,,,"37480","11","GUANAJUATO","020","León","0001","León de los Aldama","171A","034","4777703551",,,"Fijo","21.10898068","-101.67696398","2014-12"
"1208146","11017622112000091000000000U1","UNIDAD MEDICA MANRIQUE",,"622112","Hospitales generales del sector público","0 a 5 personas","AVENIDA","AVENIDA DE LOS ARCOS","CIRCUITO","HACIENDA DE CORTES","CIRCUITO","HACIENDA DE CORTES","CIRCUITO","HACIENDA DE CORTÉS","505","B",,,,,"FRACCIONAMIENTO","LOS ARCOS",,,,"36630","11","GUANAJUATO","017","Irapuato","0001","Irapuato","1875","019","4626350746",,,"Fijo","20.7038915","-101.33795855","2014-12"
"1316931","11037622112000011001000000U7","UNIDAD MEDICO DE ATENCION PRIMARIA DE LA SALUD U.M.A.P.S BAJIO DE BONILLAS","SECRETARIA DE LA SALUD ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","NINGUNO","PRIVADA","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","AVENIDA","HIDALGO",,"SN",,,,,"LOCALIDAD","BAJIO DE BONILLAS",,,,"36287","11","GUANAJUATO","037","Silao de la Victoria","0006","Bajío de Bonillas","0259","021",,,,"Fijo","20.94566243","-101.49741209","2010-07"
"6761922","11003622111000003001000000S8","UNIMED HEALTH SYSTEM",,"622111","Hospitales generales del sector privado","31 a 50 personas","CARRETERA","SALIDA A CELAYA","PRIVADA","NINGUNO","CALLE","LIBRAMIENTO MANUEL ZAVALA ZAVALA","PRIVADA","NINGUNO","3",,,,,"5","COLONIA","PLAZA LA ALHONDIGA",,,,"37700","11","GUANAJUATO","003","San Miguel de Allende","0001","San Miguel de Allende","0782","001","4151200465","ADMINSMA@UNIMEDHS.COM",,"Fijo","20.89786032","-100.75381732","2016-10"
"9103156","11020622111000483000000000S6","URGENCIA CLINICA MEDICA SANTE","OPERADORA MEDICA DEL CENTRO S DE RL DE CV","622111","Hospitales generales del sector privado","11 a 30 personas","AVENIDA","LEON","CALLE","AVENIDA GUANAJUATO","CALLE","CIRCUNVALACION PONIENTE","CALLE","LAJA","428",,"EDIFICIO SIN NOMBRE","PISO 2",,,"COLONIA","JARDINES DEL MORAL",,,,"37160","11","GUANAJUATO","020","León","0001","León de los Aldama","011A","017",,,,"Fijo","21.14838591","-101.69369874","2019-11"
"7328458","12071622112000011000000000U5","CASA AME","SECRETARIA DE SALUD ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","VICENTE GUERRERO","CALLE","MORELOS","CALLE","HIDALGO","CALLE","GUADALUPE VICTORIA",,"SN",,,,,"COLONIA","CENTRO",,,,"41770","12","GUERRERO","071","Xochistlahuaca","0001","Xochistlahuaca","0109","024",,,,"Fijo","16.79242279","-98.24225662","2019-11"
"1493287","12059622112000031000000000U8","CENTRO DE REHABILITACIÓN TEPECOACUILCO DE TRUJANO","DIF MUNICIPAL DE TEPECOACUILCO DE TRUJANO ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","IGNACIO RAMIREZ","CALLE","MIGUEL HIDALGO","CALLE","GUILLERMO PRIETO","CALLE","LERDO DE TEJADA",,"SN",,,,,"COLONIA","CENTRO",,,,"40160","12","GUERRERO","059","Tepecoacuilco de Trujano","0001","Tepecoacuilco de Trujano","0547","004",,,,"Fijo","18.28984887","-99.46522111","2010-07"
"1427904","12029622112000093000000000U1","CENTRO DE SALUD AMPLIACION SAN RAFAEL NORTE","SECRETARÍA DE SALUD EN EL ESTADO DE GUERRERO JURISDICCIÓN SANITARIA 03 CENTRO ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","NINGUNO","PRIVADA","NINGUNO","CALLE","NINGUNO","CALLE","TLALMECA",,"SN",,,,,"COLONIA","SAN RAFAEL NORTE",,,,"39018","12","GUERRERO","029","Chilpancingo de los Bravo","0001","Chilpancingo de los Bravo","2332","037",,,,"Fijo","17.57203346","-99.52084655","2014-12"
"7795310","12015622112000013000000000U8","CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE BUENAVISTA DE CUELLAR","GOBIERNO DEL ESTADO DE GUERRERO ","622112","Hospitales generales del sector público","11 a 30 personas","PROLONGACION","10 DE ENERO","CALLE","12 DE DICIEMBRE","OTRO (ESPECIFIQUE)","ARROYO","CALLE","FERROCARRIL NORTE","0","SN",,,"0",,"COLONIA","SAN ANTONIO",,,,"40330","12","GUERRERO","015","Buenavista de Cuéllar","0001","Buenavista de Cuéllar","0133","013",,,,"Fijo","18.46691661","-99.40795204","2019-11"
"9387369","12034622111000021000000000U4","CENTRO DE SALUD DE HUITZUCO","SECRETARIA DE LOS SERVICIOS ESTATALES DE SALUD ","622111","Hospitales generales del sector privado","0 a 5 personas","AVENIDA","INSURGENTES","CALLE","HEROICO COLEGIO MILITAR","CALLE","REFORMA","AVENIDA","LIBERTAD",,"SN",,,"0",,"COLONIA","CENTRO",,,,"40130","12","GUERRERO","034","Huitzuco de los Figueroa","0001","Ciudad de Huitzuco","0482","002",,,,"Fijo","18.30652921","-99.33648021","2022-05"
"1380240","12050622111000092001000000U1","CENTRO MEDICO QUIRURGICO","SERVICIOS MEDICOS Y HOSPITALARIOS BM SA DE CV","622111","Hospitales generales del sector privado","0 a 5 personas","CALLE","IGNACIO ZARAGOZA","AVENIDA","ANTONIO DEL CASTILLO ORIENTE","AVENIDA","INDEPENDENCIA ORIENTE","CALLE","MARIANO MATAMOROS","701",,,,,,"COLONIA","CENTRO",,,,"40660","12","GUERRERO","050","Pungarabato","0001","Ciudad Altamirano","026A","014",,,,"Fijo","18.35772661","-100.66753667","2012-06"
"1501758","12001621212000023001000000U6","CENTRON DE SALUD URBANO LA GARITA","SECRETARÍA DE SALUD GUERRERO ","622112","Hospitales generales del sector público","31 a 50 personas","AVENIDA","CUAUHTEMOC","AVENIDA","CARRETERA NACIONAL MEXICO - ACAPULCO","CALLE","BENITO JUAREZ","CALLE","IZCOATL","0","SN",,,"0",,"COLONIA","Garita de Juárez",,,,"39460","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","2399","022",,,,"Fijo","16.87773882","-99.86613233","2010-07"
"8351273","12001622111000121000000000S1","CLINICA BTC BIO THERAPEUTIC CENTER","CLINICA BTC BIO THERAPEUTIC CENTER SA DE CV","622111","Hospitales generales del sector privado","0 a 5 personas","AVENIDA","UNIVERSIDAD","AVENIDA","CUAUHTEMOC","CALLE","ALONSO MARTIN","AVENIDA","UNIVERSIDAD","1711",,,,,,"FRACCIONAMIENTO","MAGALLANES",,,,"39670","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","1282","001",,,,"Fijo","16.86471902","-99.87933948","2019-11"
"1369748","12029622111000103000000000U0","CLINICA CHILPANCINGO","CLÍNICA CHILPANCINGO ","622111","Hospitales generales del sector privado","11 a 30 personas","CALLE","ADRIAN CASTREJON","CALLE","JUAN RUIZ DE ALARCON","CALLE","IGNACIO RAMIREZ","ANDADOR","SAN MIGUEL",,"SN",,,,,"COLONIA","CUAUHTEMOC SUR",,,,"39000","12","GUERRERO","029","Chilpancingo de los Bravo","0001","Chilpancingo de los Bravo","0092","040","7474727499",,,"Fijo","17.54512415","-99.49889559","2010-07"
"8295125","12029622112000124000000000U4","CLINICA CHILPANCINGO UAGRO","UNIVERSIDAD AUTONOMA DE GUERRERO ","622112","Hospitales generales del sector público","31 a 50 personas","AVENIDA","BENITO JUAREZ","AVENIDA","MOISES GUEVARA","AVENIDA","NICOLAS CATALAN","CALLE","ARTURO MARTÍNEZ ADAME","38",,,,,,"COLONIA","CUAUHTEMOC NORTE",,,,"39000","12","GUERRERO","029","Chilpancingo de los Bravo","0001","Chilpancingo de los Bravo","004A","002",,"CLINIC@UAGRO.MX",,"Fijo","17.55708388","-99.50519383","2019-11"
