Fecha,anio,mes,Estado,nombre,Especificacion,precio_promedio,generico,tipo,cantidad_tipo,dosis,cantidad_dosis,unidad_dosis,cvegeo,precio_prom_def,prev_diab,pobreza_laboral
01/04/22,2022,4,Mor.,PREDIAL,"MED P/DIAB, TABLETAS, 40 DE 1000 MG, LAB SILANES",562,Metformina,tabletas,40,1000 mg,1000,mg,17,467.497349,11.99,1.0916
01/04/22,2022,4,Mor.,ANGLUCID,"MED P/DIAB, TABLETAS, 50 DE 850 MG, LAB COLLINS",95,Metformina,tabletas,50,850 mg,850,mg,17,79.0253526,11.99,1.0916
01/04/22,2022,4,Tlax.,DIMEFOR,"MED P/DIAB, TABLETAS, 60 DE 500 MG/5 MG, LAB SIEGFR",529,Metformina,tabletas,60,500 mg,500,mg,29,440.0464371,9.29,1.0337
01/04/22,2022,4,Tlax.,FICONAX,"MED P/DIAB, TABLETAS, 30 DE 1 G, LAB MERCK",240,Metformina,tabletas,30,1 gr,1,gr,29,199.642996,9.29,1.0337
01/04/22,2022,4,Tlax.,DIMEFOR,"MED P/DIAB, TABLETAS, 60 DE 500 MG/5 MG, LAB SIEGFR",221,Metformina,tabletas,60,500 mg,500,mg,29,183.8379255,9.29,1.0337
01/04/22,2022,4,Tlax.,COMPETACT,"MED P/DIAB, TABLETAS, 28 DE 15/850 MG, LAB LILLY",1726.23,Metformina,tabletas,28,15/850 mg,15,mg,29,1435.957204,9.29,1.0337
01/04/22,2022,4,Tlax.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB PHARMALI",25.3,Metformina,tabletas,30,850 mg,850,mg,29,21.04569917,9.29,1.0337
01/04/22,2022,4,Ver.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/2.5 MG, LAB MERC",579,Metformina,tabletas,60,500/2.5 mg,500,mg,30,481.6387279,11.92,1.0458
01/04/22,2022,4,Ver.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB PHARMALI",25.3,Metformina,tabletas,30,850 mg,850,mg,30,21.04569917,11.92,1.0458
01/04/22,2022,4,Camp.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK",352,Metformina,tabletas,30,850 mg,850,mg,4,292.8097275,14.01,0.9094
01/04/22,2022,4,Camp.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB ROCHE",471,Metformina,tabletas,60,500 mg,500,mg,4,391.7993797,14.01,0.9094
01/04/22,2022,4,Camp.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500, LAB MERCK",616,Metformina,tabletas,60,500 mg,500,NA,4,512.4170232,14.01,0.9094
01/04/22,2022,4,Camp.,DABEX,"MED P/DIAB, TABLETAS, XR, 60 DE 500 MG, LAB MERCK",472.5,Metformina,tabletas,60,500 mg,500,mg,4,393.0471484,14.01,0.9094
01/04/22,2022,4,Camp.,DIMEFOR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIED",204,Metformina,tabletas,30,500 mg,500,mg,4,169.6965466,14.01,0.9094
01/04/22,2022,4,Jal.,GLUCOVANCE,"TABLETAS, C/60 DE 500/5 MG, LAB MERCK",593.79,Metformina,tabletas,60,500/5 mg,500,mg,14,493.9417276,7.59,1.0385
01/04/22,2022,4,Jal.,DIMEFOR,"METABOLICO , TABLETAS, XR,C/30, 750 MG, LAB SIEGRI",317,Metformina,tabletas,30,750 mg,750,mg,14,263.6951239,7.59,1.0385
01/04/22,2022,4,Oax.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500 MG/5, LAB MERK",555.5,Metformina,tabletas,60,500 mg,500,mg,20,462.0903512,10.51,1.0285
01/04/22,2022,4,Oax.,GLUCOPHAGE XR,"TABLETAS, 30 DE 500 MG, LAB ROCHE",323,Metformina,tabletas,30,500 mg,500,mg,20,268.6861988,10.51,1.0285
01/04/22,2022,4,Oax.,DABEX,"TABLETAS, 60 DE 500 MG, LAB MERCK",347,Metformina,tabletas,60,500 mg,500,mg,20,288.6504984,10.51,1.0285
01/04/22,2022,4,Coah.,METFORMINA GI,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB AMSA",36,Metformina,tabletas,30,850 mg,850,mg,5,29.94644941,12.34,1.0761
01/04/22,2022,4,Coah.,ESTUVINA,"MED P/DIAB, TABLETAS, C/30 DE 5/500 MG, LAB DEGORT",81.89,Metformina,tabletas,30,5/500 mg,5,mg,5,68.11985394,12.34,1.0761
01/04/22,2022,4,Coah.,METFORMINA GI,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB PHARM",67,Metformina,tabletas,60,500 mg,500,mg,5,55.73366973,12.34,1.0761
01/04/22,2022,4,Edo. de MÃ©x.,GLUCOVANCE,"TABLETAS, 60 DE 500 MG/2.5 MG, LAB MERCK",516.25,Metformina,tabletas,60,500 mg/2.5,500,mg,15,429.4404029,8.96,1.0297
01/04/22,2022,4,Edo. de MÃ©x.,DABEX,"TABLETAS,  850 MG CON 30 PZAS",314.03,Metformina,tabletas,30,850 mg,850,mg,15,261.2245419,8.96,1.0297
01/04/22,2022,4,Edo. de MÃ©x.,DIMEFOR,"TABLETAS, CAJA 30 TAB 500MG, LAB SIEGFRIED RHEIN",206.5,Metformina,tabletas,30,500mg,500,mg,15,171.7761612,8.96,1.0297
01/04/22,2022,4,Q. Roo.,DINORAX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB BRULUART",33,Metformina,tabletas,30,850 mg,850,mg,23,27.45091195,7.41,1.1059
01/04/22,2022,4,Q. Roo.,METIXOR,"METABOLICO, TABLETAS, 30 DE 850, LAB LANDSTE",20.75,Metformina,tabletas,30,850 mg,850,mg,23,17.2608007,7.41,1.1059
01/04/22,2022,4,Q. Roo.,DABEX,"TABLETAS, 60 DE 500 MG, LAB MERCK",360,Metformina,tabletas,60,500 mg,500,mg,23,299.4644941,7.41,1.1059
01/04/22,2022,4,Ver.,DABEX XR,"MED/P DIAB, TABLETAS, CAJA DE 30 DE 500 MG, LAB ME",282,Metformina,tabletas,30,500 mg,500,mg,30,234.5805203,11.92,1.0458
01/04/22,2022,4,Ver.,DABEX,"MED/P DIAB, CAJA DE 30 TABLETAS DE 850 MG, LAB MERCK",267.8,Metformina,tabletas,30,850 mg,850,mg,30,222.7683097,11.92,1.0458
01/04/22,2022,4,Ver.,FICONAX,"MED P/DIAB, TABLETAS, CAJA C/30 TA DE 1 GR, PISA",246,Metformina,tabletas,30,1 gr,1,gr,30,204.6340709,11.92,1.0458
01/04/22,2022,4,Son.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK",300,Metformina,tabletas,30,850 mg,850,mg,26,249.553745,11.23,1.0637
01/04/22,2022,4,Son.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/2.5 MG, LAB MERC",577,Metformina,tabletas,60,500/2.5 mg,500,mg,26,479.9750363,11.23,1.0637
01/04/22,2022,4,Son.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK",282.67,Metformina,tabletas,30,850 mg,850,mg,26,235.137857,11.23,1.0637
01/04/22,2022,4,Son.,FICONAX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB PISA",204.63,Metformina,tabletas,30,850 mg,850,mg,26,170.2206095,11.23,1.0637
01/04/22,2022,4,Pue.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB ALPHARMA",31,Metformina,tabletas,30,850 mg,850,mg,21,25.78722032,8.99,1.1463
01/04/22,2022,4,Pue.,METFORMINA,"MED P/DIAB, TABLETAS, 30 TAB 850MG, LAB ALPHARMA",19,Metformina,tabletas,30,850mg,850,mg,21,15.80507052,8.99,1.1463
01/04/22,2022,4,Hgo.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/5 MG, LAB MERC",628,Metformina,tabletas,60,500/5 mg,500,mg,13,522.399173,12.83,1.1107
01/04/22,2022,4,Hgo.,GLINORBORAL,"MED P/DIAB, TABLETAS, 40 DE 5/50MG, LAB SILANES",706.6,Metformina,tabletas,40,5/50mg,5,mg,13,587.7822542,12.83,1.1107
01/04/22,2022,4,Hgo.,GLIMETAL LEX,"MED P/DIAB, TABLETAS, 16 DE 2/850 MG, LAB SILA",695,Metformina,tabletas,16,2/850 mg,2,mg,13,578.1328427,12.83,1.1107
01/04/22,2022,4,Hgo.,DIMEFOR G,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB RHEIN",563,Metformina,tabletas,60,500 mg,500,mg,13,468.3291949,12.83,1.1107
01/04/22,2022,4,Coah.,GLIMETAL LEX,"MED P/DIAB, TABLETAS, C/16 DE 2/850 MG, LAB SI",644,Metformina,tabletas,16,2/850 mg,2,mg,5,535.708706,12.34,1.0761
01/04/22,2022,4,Coah.,METFORMINA,"MED P/ DIAB, TABLETAS, C/30 DE 2.5/500 MG, LAB P",45.55,Metformina,tabletas,30,5/500 mg,5,mg,5,37.89057696,12.34,1.0761
01/04/22,2022,4,Chis.,DIMEFOR,"MED P/DIAB, TABLETAS, 60 DE 850 MG, LAB SIEGFRIED R",458.25,Metformina,tabletas,60,850 mg,850,mg,7,381.1933456,7.79,0.9614
01/04/22,2022,4,Chis.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB NOVAG IN",53,Metformina,tabletas,30,850 mg,850,mg,7,44.08782829,7.79,0.9614
01/04/22,2022,4,Zac.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 750 GR, LAB MERCK",359.19,Metformina,tabletas,30,750 gr,750,gr,32,298.7906989,10.88,1.0352
01/03/22,2022,3,cdmx,DABEX,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",348.27,Metformina,tabletas,60,500 mg,500,mg,9,291.2713601,12.67,1.2349
01/03/22,2022,3,cdmx,PREDIAL,"MED P/DIAB, TABLETAS, C/40 DE 1000 MG, LAB SILANES",526.5,Metformina,tabletas,40,1000 mg,1000,mg,9,440.3318434,12.67,1.2349
01/03/22,2022,3,cdmx,DIMEFOR-G,"MED P/DIAB, TABLETAS, 30 DE 500/2.5 MG, SIEGFRIED",305,Metformina,tabletas,30,500/2.5 mg,500,mg,9,255.0830242,12.67,1.2349
01/03/22,2022,3,Yuc.,DIMEFOR,"METABOLICO, TABLETAS, 30 DE 500 MG, LAB SIEGFRIED",203.55,Metformina,tabletas,30,500 mg,500,mg,31,170.236556,10.68,1.0127
01/03/22,2022,3,Yuc.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB MERCK",405.99,Metformina,tabletas,30,750 mg,750,mg,31,339.544777,10.68,1.0127
01/03/22,2022,3,Yuc.,METFORMINA,"METABOLICO, TABLETAS, 30 DE 850MG, LAB ALPHARMA",40.05,Metformina,tabletas,30,850mg,850,mg,31,33.49532826,10.68,1.0127
01/03/22,2022,3,Mich.,DABEX,"MED P/DIAB, TABLETAS, 500 MG, 60 TABLETAS, LAB MERCK",480,Metformina,tabletas,60,500 mg,500,mg,16,401.4421364,9.93,1.1105
01/03/22,2022,3,Jal.,DABEX,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",358,Metformina,tabletas,60,500 mg,500,mg,14,299.4089268,7.59,1.0385
01/03/22,2022,3,Jal.,METFORMINA,"MED P/DIAB, TABLETAS, 60 DE 500MG, LAB PHARMALIF",53,Metformina,tabletas,60,500mg,500,mg,14,44.32590256,7.59,1.0385
01/03/22,2022,3,N.L.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, C/40 DE 850 MG, LAB ROCHE",405,Metformina,tabletas,40,850 mg,850,mg,19,338.7168026,12.63,1.1303
01/03/22,2022,3,N.L.,DIMEFOR,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB SIEGFRIED R",281.6,Metformina,tabletas,30,850 mg,850,mg,19,235.51272,12.63,1.1303
01/03/22,2022,3,N.L.,GLIMETAL LEX,"MED P/DIAB, TABLETAS, 16 DE 2/850 MG, SILANES",559.99,Metformina,tabletas,16,2/850 mg,2,mg,19,468.3407958,12.63,1.1303
01/03/22,2022,3,N.L.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG C/U, LAB MERCK",268.25,Metformina,tabletas,30,500 mg,500,mg,19,224.3476106,12.63,1.1303
01/03/22,2022,3,N.L.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG C/U, LAB MERCK",268,Metformina,tabletas,30,500 mg,500,mg,19,224.1385262,12.63,1.1303
01/03/22,2022,3,N.L.,GLIMETAL,"MED P/DIAB, TABLETAS, 16 DE 4/100 MG, LAB SILANES",927.99,Metformina,tabletas,16,4/100 mg,4,mg,19,776.1131004,12.63,1.1303
01/03/22,2022,3,B.C.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB MERCK",374,Metformina,tabletas,30,500 mg,500,mg,2,312.7903313,9.97,0.8581
01/03/22,2022,3,B.C.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB ROCH",439,Metformina,tabletas,30,750 mg,750,mg,2,367.1522873,9.97,0.8581
01/03/22,2022,3,B.C.,GLUCOP,"METABOLICO , TABLETAS, 60 DE 500 MG, LAB ROCHE",552.9,Metformina,tabletas,60,500 mg,500,mg,2,462.4111609,9.97,0.8581
01/03/22,2022,3,B.C.,DIMEFOR,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB",247.1,Metformina,tabletas,60,500 mg,500,mg,2,206.6590665,9.97,0.8581
01/03/22,2022,3,Chih.,DABEX,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",455,Metformina,tabletas,60,500 mg,500,mg,8,380.5336918,9.25,1.0597
01/03/22,2022,3,Chih.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 60 DE 850 MG, LAB ROCHE",766.64,Metformina,tabletas,60,850 mg,850,mg,8,641.1699989,9.25,1.0597
01/03/22,2022,3,Chih.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB MERCK",272,Metformina,tabletas,30,500 mg,500,mg,8,227.4838773,9.25,1.0597
01/03/22,2022,3,Chih.,DIMEFORT,"MED P/DIAB, TABLETAS, 60 DE 500/2.5MG, LAB SIEGFRI",436,Metformina,tabletas,60,500/2.5mg,500,mg,8,364.6432739,9.25,1.0597
01/03/22,2022,3,Chih.,DABEX,"MED P/DIAB, TABLETAS, XR, C/30 DE 750 MG, LAB MERCK",411,Metformina,tabletas,30,750 mg,750,mg,8,343.7348293,9.25,1.0597
01/03/22,2022,3,Gro.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB ALPHARMA",25,Metformina,tabletas,30,850 mg,850,mg,12,20.90844461,11.13,1.0818
01/03/22,2022,3,Gro.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK",313,Metformina,tabletas,30,850 mg,850,mg,12,261.7737265,11.13,1.0818
01/03/22,2022,3,Sin.,DABEX XR,"MED P/DIAB, TABLETAS, 60 DE 750 MG, LAB MERCK",653,Metformina,tabletas,60,750 mg,750,mg,25,546.1285731,10.69,1.0792
01/03/22,2022,3,Sin.,PRE-DIAL PLUS,"MED P/DIAB, TABLETAS, DE 30 DE 850 MG, LAB SI",419.25,Metformina,tabletas,30,850 mg,850,mg,25,350.634616,10.69,1.0792
01/03/22,2022,3,Sin.,DABEX,"MED P/DIAB, TABLETAS, DE 60 DE 500 MG, LAB MERCK",319.09,Metformina,tabletas,60,500 mg,500,mg,25,266.8670236,10.69,1.0792
01/03/22,2022,3,Sin.,GLIMETAL,"MED P/DIAB, TABLETAS, 16 DE 4/850 MG, LAB SILANES",788.55,Metformina,tabletas,16,4/850 mg,4,mg,25,659.4941597,10.69,1.0792
01/03/22,2022,3,Gto.,METFORMINA,"METABOLICO, TABLETAS, 500 MG, C/60, LAB ALPHA",65,Metformina,tabletas,60,500 mg,500,mg,11,54.36195597,9.89,1.162
01/03/22,2022,3,Gto.,GLUCOVANCE,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",635,Metformina,tabletas,60,500 mg,500,mg,11,531.074493,9.89,1.162
01/03/22,2022,3,Gto.,GLUCOPHAGE XR,"MED P/DIAB, GRAGEAS, 30 DE 750 MG, LAB MERCK",445.17,Metformina,grageas,30,750 mg,750,mg,11,372.3124914,9.89,1.162
01/03/22,2022,3,Gto.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK",299.51,Metformina,tabletas,30,850 mg,850,mg,11,250.4915298,9.89,1.162
01/03/22,2022,3,Pue.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB FARMACIA",59,Metformina,tabletas,30,850 mg,850,mg,21,49.34392927,8.99,1.1463
01/03/22,2022,3,Pue.,DIMEFOR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIED R",207,Metformina,tabletas,30,500 mg,500,mg,21,173.1219213,8.99,1.1463
01/03/22,2022,3,Pue.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB MERCK",445,Metformina,tabletas,60,500 mg,500,mg,21,372.170314,8.99,1.1463
01/03/22,2022,3,Pue.,PREDIAL PLUS,"MED P/DIAB, TABLETAS, 30 DE 850MG, LAB SILANES",444,Metformina,tabletas,30,850mg,850,mg,21,371.3339762,8.99,1.1463
01/03/22,2022,3,Pue.,GLIMETAL,"TABLETAS 16, DE 1000/2 MG, LAB SILANES",609.02,Metformina,tabletas,16,1000/2 mg,1000,mg,21,509.3464373,8.99,1.1463
01/03/22,2022,3,S.L.P.,METFORMINA,"MED P/DIAB, GRAGEAS, C/60, DE 500 MG",67,Metformina,grageas,60,500 mg,500,mg,24,56.03463154,10.85,0.9308
01/03/22,2022,3,S.L.P.,GLUCOVANCE,"MED P/DIAB, TABLETAS, C/60, DE 500/2.5 MG, LAB M",491.85,Metformina,tabletas,60,500/2.5 mg,500,mg,24,411.3527392,10.85,0.9308
01/03/22,2022,3,S.L.P.,DABEX,"METABOLICO, TABLETAS, C/30 DE 850 MG, ME",268.53,Metformina,tabletas,30,850 mg,850,mg,24,224.5817852,10.85,0.9308
01/03/22,2022,3,S.L.P.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, PHARMA LIFE",18.91,Metformina,tabletas,30,850 mg,850,mg,24,15.8151475,10.85,0.9308
01/03/22,2022,3,Chis.,METFORMINA GI,"MED P/DIAB, CAPSULAS, 30 DE 850 MG, LAB PISA",60,Metformina,capsulas,30,850 mg,850,mg,7,50.18026705,7.79,0.9614
01/03/22,2022,3,Chis.,GLUCOPHAGE,"METABOLICO, CAPSULAS, 60 DE 850 MG, LAB EL",880,Metformina,tabletas,60,850 mg,850,mg,7,735.9772501,7.79,0.9614
01/03/22,2022,3,Edo. de MÃ©x.,DABEX,"METABOLICO, GRAGEAS, TABLETAS, 30 DE 850MG, LAB MERCK",285,Metformina,tabletas,30,850mg,850,mg,15,238.3562685,8.96,1.0297
01/03/22,2022,3,Edo. de MÃ©x.,XIGDUO XR,"MED P/DIAB, TABLETAS, 10/1000MG, C/28 TABL,LAB AS",1290,Metformina,tabletas,28,10/1000mg,10,mg,15,1078.875742,8.96,1.0297
01/03/22,2022,3,Coah.,DINAMEL,"METABOLICO, TABLETAS, 30 DE 500 MG, LAB LIFERPAL",53.18,Metformina,tabletas,30,500 mg,500,mg,5,44.47644336,12.34,1.0761
01/03/22,2022,3,Ver.,DABEX-XR,"METABOLICO, GRAGEAS, 30 DE 750 MG, LAB MERCK",381.5,Metformina,tabletas,30,750 mg,750,mg,30,319.0628647,11.92,1.0458
01/03/22,2022,3,Ver.,DABEX XR,"TABLETAS, 30 DE 1000 MG, LAB MERCK",399,Metformina,tabletas,30,1000 mg,1000,mg,30,333.6987759,11.92,1.0458
01/03/22,2022,3,Tab.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB MERCK",404,Metformina,tabletas,30,750 mg,750,mg,27,337.8804648,12.15,1.0631
01/03/22,2022,3,Tab.,DIMEFOR XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIE",168,Metformina,tabletas,30,500 mg,500,mg,27,140.5047477,12.15,1.0631
01/03/22,2022,3,Tab.,METFORMINA GLIBENCLAMIDA,"MED P/DIAB, TABLETAS, 60 DE 500MG/",55,Metformina,tabletas,60,500mg,500,mg,27,45.99857813,12.15,1.0631
01/03/22,2022,3,Tab.,DABEX XR,"MED P/DIAB, COMPRIMIDOS, 30 DE 500 MG, LAB MERCK",250.17,Metformina,comprimidos,30,500 mg,500,mg,27,209.2266235,12.15,1.0631
01/03/22,2022,3,Tab.,PREDIAL,"MED P/DIAB, TABLETAS, 40 DE 500, LAB SILANES",157,Metformina,tabletas,40,500 mg,500,mg,27,131.3050321,12.15,1.0631
01/03/22,2022,3,Tamps.,DIMEFOR,"METABOLICO, TABLETAS, CAJA DE 30, DE 850 MG, LAB SI",292,Metformina,tabletas,30,850 mg,850,mg,28,244.210633,12.77,1.0111
01/03/22,2022,3,Tamps.,DABEX XR,"MED P/DIAB, TABLETAS, CAJA DE 60, DE 500 MG, LAB M",395,Metformina,tabletas,60,500 mg,500,mg,28,330.3534248,12.77,1.0111
01/03/22,2022,3,Tamps.,FICONAX,"MED P/DIAB, TABLETAS, FCO DE 30, DE 1 GR, LAB PISA",280,Metformina,tabletas,30,1 gr,1,gr,28,234.1745796,12.77,1.0111
01/03/22,2022,3,Tamps.,INSOGEN PLUS,"MED P/DIAB, TABLETAS, 80/125 MG, LAB ITALMEX",622,Metformina,tabletas,NA,80/125 mg,80,mg,28,520.2021018,12.77,1.0111
01/03/22,2022,3,Chih.,METFORMINA,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB PHARMA",53,Metformina,tabletas,60,500 mg,500,mg,8,44.32590256,9.25,1.0597
01/03/22,2022,3,Chih.,DABEX,"MED/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",362,Metformina,tabletas,60,500 mg,500,mg,8,302.7542779,9.25,1.0597
01/03/22,2022,3,Son.,GLUCOPHAGE XR,"MED P/DIABETES, TABLETAS, 30 DE 500 MG, LAB R",287.5,Metformina,tabletas,30,500 mg,500,mg,26,240.447113,11.23,1.0637
01/03/22,2022,3,Son.,METFORMINA GI,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB ALPHA",37.5,Metformina,tabletas,30,850 mg,850,mg,26,31.36266691,11.23,1.0637
01/03/22,2022,3,Son.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/5MG, LAB MERCK",612,Metformina,tabletas,60,500/5mg,500,mg,26,511.8387239,11.23,1.0637
01/03/22,2022,3,Son.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 60 DE 850 MG, LAB MERCK",757.79,Metformina,tabletas,60,850 mg,850,mg,26,633.7684095,11.23,1.0637
01/03/22,2022,3,Coah.,GLUCOVANCE,"METABOLICO , TABLETAS, TABLETAS,DE 60, DE 500MG",635,Metformina,tabletas,60,500mg,500,mg,5,531.074493,12.34,1.0761
01/03/22,2022,3,Coah.,GLUCOVANCE,"TABLETAS, DE 60, DE 500 MG / 2.5 MG, LAB MERCK",575.5,Metformina,tabletas,60,500 mg,500,mg,5,481.3123948,12.34,1.0761
01/03/22,2022,3,Ver.,METFORMINA,"MED P/DIAB, COMPRIMIDOS, 60 DE 850 MG, LAB SIEGF",655.9,Metformina,comprimidos,60,850 mg,850,mg,30,548.5539527,11.92,1.0458
01/03/22,2022,3,Ver.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB ROCHE",445,Metformina,tabletas,60,500 mg,500,mg,30,372.170314,11.92,1.0458
01/03/22,2022,3,Ags.,DIMEFOR,"MED P/DIAB, TABLETAS, CAJA C/30 DE 500 MG, LAB SIEG",238.84,Metformina,tabletas,30,500 mg,500,mg,1,199.7509164,7.56,1.182
01/03/22,2022,3,Ags.,METFORMINA,"TABLETAS, CAJA C/30 DE 850 MG",16.21,Metformina,tabletas,30,850 mg,850,mg,1,13.55703548,7.56,1.182
01/03/22,2022,3,B.C.,DABEX,"MED P/DIAB, TABLETAS, 60 DE 500/5MG, LAB MERCK",487.38,Metformina,tabletas,60,500/5mg,500,mg,2,407.6143093,9.97,0.8581
01/03/22,2022,3,B.C.,DABEX,"METABOLICO, TABLETAS, 30 DE 850 MG, LAB MERK",299.51,Metformina,tabletas,30,850 mg,850,mg,2,250.4915298,9.97,0.8581
01/03/22,2022,3,B.C.,GLUCOVANCE,"METABOLICO, TABLETAS, 60 DE 500/5 MG, LAB MERCK",610,Metformina,tabletas,60,500/5 mg,500,mg,2,510.1660484,9.97,0.8581
01/03/22,2022,3,B.C.,FICONAX,"METABOLICO, TABLETAS, DE 30 DE 850 GR, LAB PISA",156,Metformina,tabletas,30,850 gr,850,gr,2,130.4686943,9.97,0.8581
01/03/22,2022,3,Tamps.,GLIMETAL LEX,"METABOLICO, TABLETAS, CON 16, DE 2 MG/ 850 MG,",592.81,Metformina,tabletas,16,2 mg/ 850,2,mg,28,495.7894019,12.77,1.0111
01/03/22,2022,3,Tamps.,DABEX,"METABOLICO, TABLETAS, CAJA DE 60, DE 500 GR, LAB MERC",337.47,Metformina,tabletas,60,500 gr,500,gr,28,282.238912,12.77,1.0111
01/03/22,2022,3,Col.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, C/30 DE 750 MG, LAB ROCHE",484,Metformina,tabletas,30,750 mg,750,mg,6,404.7874876,10.83,0.9412
01/03/22,2022,3,Col.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB AMSA",35,Metformina,tabletas,30,850 mg,850,mg,6,29.27182245,10.83,0.9412
01/03/22,2022,3,Col.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500 MG/2.5, LAB MERC",535,Metformina,tabletas,60,500 mg/2.5,500,mg,6,447.4407146,10.83,0.9412
01/03/22,2022,3,B.C.S.,GLUCOPHAGE XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB MERCK",451.61,Metformina,tabletas,30,500 mg,500,mg,3,377.6985067,8.37,1.0436
01/03/22,2022,3,B.C.S.,DABEX,"TABLETAS, C/60 DE 500 MG, LAB MERCK",324.5,Metformina,tabletas,60,500 mg,500,mg,3,271.391611,8.37,1.0436
01/03/22,2022,3,B.C.S.,GLIMETAL,"MED P/DIAB, TABLETAS, LEX, 16 DE 850 MG, LAB SILAN",623,Metformina,tabletas,16,850 mg,850,mg,3,521.0384396,8.37,1.0436
01/03/22,2022,3,B.C.S.,DABEX,"CAPSULAS, 30 DE 850 MG, LAB MERCK",271,Metformina,capsulas,30,850 mg,850,mg,3,226.6475395,8.37,1.0436
01/03/22,2022,3,B.C.S.,DABEX XR,"TABLETAS, 30 DE 750 MG, LAB MERCK SERONO",381,Metformina,tabletas,30,750 mg,750,mg,3,318.6446958,8.37,1.0436
01/03/22,2022,3,Q. Roo.,GLIMETAL,"MED P/DIAB, TABLETAS, 16 DE 4/1000 MG,LAB SILANES",824.93,Metformina,tabletas,16,4/1000 mg,4,mg,23,689.9201283,7.41,1.1059
01/03/22,2022,3,Q. Roo.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB MERCK",274,Metformina,tabletas,30,500 mg,500,mg,23,229.1565529,7.41,1.1059
01/03/22,2022,3,Q. Roo.,WADIL,"MED P/DIAB, TABLETAS, METFORMINA, 500/5, 30 TAB",47.72,Metformina,tabletas,30,500/5 mg,500,mg,23,39.91003906,7.41,1.1059
