Fecha,anio,mes,Estado,nombre,Especificacion,precio_promedio,generico,tipo,cantidad_tipo,dosis,cantidad_dosis,unidad_dosis,cvegeo,prev_diab,precio_prom_def,pobreza_laboral,publico,privado
01/09/2021,2021,9,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",496.26,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,435.1413708,0.9343,15,13
01/09/2021,2021,9,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,121.8985076,0.9343,15,13
01/10/2021,2021,10,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",496.26,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,431.5166311,0.9058,15,13
01/10/2021,2021,10,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,120.8830896,0.9058,15,13
01/11/2021,2021,11,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",496.26,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,426.6527893,0.9058,15,13
01/11/2021,2021,11,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,119.5205553,0.9058,15,13
01/12/2021,2021,12,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",496.26,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,425.1223489,0.9058,15,13
01/12/2021,2021,12,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,119.0918247,0.9058,15,13
01/01/2022,2022,1,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",496.26,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,422.6288387,0.9412,15,13
01/01/2022,2022,1,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,118.3933042,0.9412,15,13
01/02/2022,2022,2,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",507.92,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,428.998135,0.9412,15,13
01/02/2022,2022,2,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,117.4187288,0.9412,15,13
01/03/2022,2022,3,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",507.92,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,424.7926874,0.9412,15,13
01/03/2022,2022,3,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,116.2676788,0.9412,15,13
01/04/2022,2022,4,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",507.92,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,422.5111273,0.9412,15,13
01/04/2022,2022,4,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",152.92,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,127.2058623,0.9412,15,13
01/05/2022,2022,5,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",507.92,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,421.7519737,0.9412,15,13
01/05/2022,2022,5,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",152.92,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,126.9773032,0.9412,15,13
01/06/2022,2022,6,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",507.92,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,418.2387681,0.9412,15,13
01/06/2022,2022,6,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",152.92,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,125.9195787,0.9412,15,13
01/07/2022,2022,7,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",516.81,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,422.4330944,0.9412,15,13
01/07/2022,2022,7,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",124.51,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,101.7726913,0.9412,15,13
01/08/2022,2022,8,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",525.7,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,426.7126645,0.9412,15,13
01/08/2022,2022,8,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",124.51,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,101.0652346,0.9412,15,13
01/08/2018,2018,8,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, LAB SANOFI AVEN",1268,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1268,1.08,117,157
01/09/2018,2018,9,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1268,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1262.696674,1.08,117,157
01/10/2018,2018,10,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1268,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1256.164618,1.1187,117,157
01/11/2018,2018,11,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1598.228804,1.1187,117,157
01/12/2018,2018,12,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1587.118971,1.1187,117,157
01/01/2019,2019,1,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1586.167699,1.1196,117,157
01/02/2019,2019,2,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1585.691848,1.1196,117,157
01/03/2019,2019,3,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1583.809115,1.1196,117,157
01/04/2019,2019,4,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1582.859399,1.0789,117,157
01/05/2019,2019,5,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1580.005677,1.0789,117,157
01/06/2019,2019,6,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1579.216069,1.0789,117,157
01/07/2019,2019,7,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1577.18274,1.1295,117,157
01/08/2019,2019,8,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1627,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1576.867304,1.1295,117,157
01/09/2019,2019,9,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1377,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1331.375935,1.1295,117,157
01/10/2019,2019,10,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1483.5,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1426.643402,1.0927,117,157
01/11/2019,2019,11,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1590,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1516.775801,1.0927,117,157
01/12/2019,2019,12,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1590,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1510.852823,1.0927,117,157
01/01/2020,2020,1,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1590,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1508.329158,1,117,157
01/02/2020,2020,2,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1590,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1505.133316,1,117,157
01/03/2020,2020,3,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1622,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1531.33506,1,117,157
01/04/2020,2020,4,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1654,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1557.152958,ND,117,157
01/05/2020,2020,5,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1493,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1404.352618,ND,117,157
01/06/2020,2020,6,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1654,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1555.015291,ND,117,157
01/07/2020,2020,7,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1654,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1546.943133,1.5758,117,157
01/08/2020,2020,8,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1654,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1540.933492,1.5758,117,157
01/09/2020,2020,9,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1654,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1537.397478,1.5758,117,157
01/10/2020,2020,10,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1654,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1528.076213,1.4399,117,157
01/11/2020,2020,11,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1712,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1580.396189,1.4399,117,157
01/12/2020,2020,12,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1770,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1627.752191,1.4399,117,157
01/01/2021,2021,1,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1770,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1613.872884,1.5331,117,157
01/02/2021,2021,2,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1770,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1603.769138,1.5331,117,157
01/03/2021,2021,3,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1870,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1680.429995,1.5331,117,157
01/04/2021,2021,4,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1870,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1674.902816,1.3896,117,157
01/05/2021,2021,5,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1722.5,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1539.712073,1.3896,117,157
01/06/2021,2021,6,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1575,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1400.442107,1.3896,117,157
01/07/2021,2021,7,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1575,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1392.227962,1.3056,117,157
01/08/2021,2021,8,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1726,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1522.811713,1.3056,117,157
01/09/2021,2021,9,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1877,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1645.831526,1.3056,117,157
01/10/2021,2021,10,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1877,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1632.121704,1.2862,117,157
01/11/2021,2021,11,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1877,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1613.725236,1.2862,117,157
01/12/2021,2021,12,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1520,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1302.111736,1.2862,117,157
01/01/2022,2022,1,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1877,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1598.505482,1.2349,117,157
01/02/2022,2022,2,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1610.5,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1360.256529,1.2349,117,157
01/03/2022,2022,3,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1554,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1299.668917,1.2349,117,157
01/04/2022,2022,4,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1737,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1444.916184,1.2349,117,157
01/05/2022,2022,5,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1737,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1442.320008,1.2349,117,157
01/06/2022,2022,6,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1920,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1580.993926,1.2349,117,157
01/07/2022,2022,7,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1759,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1437.781415,1.2349,117,157
01/08/2022,2022,8,cdmx,LANTUS,"MED P/DIAB, AMPOLLETA, C/1 DE 10 ML, SANOFI AVENTIS",1959,Insulina,ampolletas,1,10 ml,10,ml,9,12.67,1590.127658,1.2349,117,157
01/03/2020,2020,3,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",357,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,337.0447696,1,177,173
01/04/2020,2020,4,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",365.13,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,343.7504592,ND,177,173
01/05/2020,2020,5,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",378.46,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,355.9888089,ND,177,173
01/06/2020,2020,6,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",391.71,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,368.2678596,ND,177,173
01/07/2020,2020,7,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",387.63,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,362.5402459,1.3737,177,173
01/08/2020,2020,8,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",383.56,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,357.3400546,1.3737,177,173
01/09/2020,2020,9,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",399.82,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,371.6337725,1.3737,177,173
01/10/2020,2020,10,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",401.18,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,370.6370104,1.2367,177,173
01/11/2020,2020,11,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",486,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,448.640507,1.2367,177,173
01/12/2020,2020,12,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",486,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,446.9421269,1.2367,177,173
01/01/2021,2021,1,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",468.92,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,427.5577812,1.2342,177,173
01/02/2021,2021,2,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",486,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,440.3569498,1.2342,177,173
01/03/2021,2021,3,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",486,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,436.7320736,1.2342,177,173
01/04/2021,2021,4,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",486,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,435.2955981,1.1443,177,173
01/05/2021,2021,5,Edo. de MÃ©x.,HUMALOG,"MED P/DIAB, GRAGEAS, 100 UI/ML, 1PLUMA, LAB LILY",494.38,Insulina,grageas,1,100 ui/ml,100,ui,15,8.96,441.9174774,1.1443,177,173
01/08/2018,2018,8,N.L.,LANTUS SOLOSTAR,"AMPOLLETA, C/1 CARTUCHO DE 3 ML, LAB SANOFI",332.73,Insulina,cartucho,1,3 ml,3,ml,19,12.63,332.73,1.1648,81,173
01/09/2018,2018,9,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",332.73,Insulina,cartucho,1,3 ml,3,ml,19,12.63,331.3383788,1.1648,81,173
01/10/2018,2018,10,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",346.05,Insulina,cartucho,1,3 ml,3,ml,19,12.63,342.8200048,1.2626,81,173
01/11/2018,2018,11,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",346.05,Insulina,cartucho,1,3 ml,3,ml,19,12.63,339.9305947,1.2626,81,173
01/12/2018,2018,12,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",346.05,Insulina,cartucho,1,3 ml,3,ml,19,12.63,337.5676214,1.2626,81,173
01/01/2019,2019,1,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",346.05,Insulina,cartucho,1,3 ml,3,ml,19,12.63,337.3652933,1.2216,81,173
01/02/2019,2019,2,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",346.05,Insulina,cartucho,1,3 ml,3,ml,19,12.63,337.2640837,1.2216,81,173
01/03/2019,2019,3,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",356.4,Insulina,cartucho,1,3 ml,3,ml,19,12.63,346.9388867,1.2216,81,173
01/04/2019,2019,4,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",356.4,Insulina,cartucho,1,3 ml,3,ml,19,12.63,346.7308482,1.1631,81,173
01/05/2019,2019,5,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",356.4,Insulina,cartucho,1,3 ml,3,ml,19,12.63,346.1057303,1.1631,81,173
01/06/2019,2019,6,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",356.4,Insulina,cartucho,1,3 ml,3,ml,19,12.63,345.9327639,1.1631,81,173
01/07/2019,2019,7,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",356.4,Insulina,cartucho,1,3 ml,3,ml,19,12.63,345.4873562,1.0868,81,173
01/08/2019,2019,8,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",356.4,Insulina,cartucho,1,3 ml,3,ml,19,12.63,345.4182588,1.0868,81,173
01/09/2019,2019,9,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",356.4,Insulina,cartucho,1,3 ml,3,ml,19,12.63,344.5914186,1.0868,81,173
01/10/2019,2019,10,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",360,Insulina,cartucho,1,3 ml,3,ml,19,12.63,346.2026457,1.05,81,173
01/11/2019,2019,11,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",360,Insulina,cartucho,1,3 ml,3,ml,19,12.63,343.4209361,1.05,81,173
01/12/2019,2019,12,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",360,Insulina,cartucho,1,3 ml,3,ml,19,12.63,342.0798845,1.05,81,173
01/01/2020,2020,1,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",360,Insulina,cartucho,1,3 ml,3,ml,19,12.63,341.5084885,1,81,173
01/02/2020,2020,2,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",360,Insulina,cartucho,1,3 ml,3,ml,19,12.63,340.7849018,1,81,173
01/03/2020,2020,3,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",367.19,Insulina,cartucho,1,3 ml,3,ml,19,12.63,346.6651791,1,81,173
01/04/2020,2020,4,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",367.19,Insulina,cartucho,1,3 ml,3,ml,19,12.63,345.6898395,ND,81,173
01/05/2020,2020,5,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",367.19,Insulina,cartucho,1,3 ml,3,ml,19,12.63,345.3879689,ND,81,173
01/06/2020,2020,6,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",368.61,Insulina,cartucho,1,3 ml,3,ml,19,12.63,346.5502941,ND,81,173
01/07/2020,2020,7,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",370.02,Insulina,cartucho,1,3 ml,3,ml,19,12.63,346.0700714,1.4205,81,173
01/08/2020,2020,8,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",370.02,Insulina,cartucho,1,3 ml,3,ml,19,12.63,344.7256414,1.4205,81,173
01/09/2020,2020,9,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",370.02,Insulina,cartucho,1,3 ml,3,ml,19,12.63,343.9345918,1.4205,81,173
01/10/2020,2020,10,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",393.69,Insulina,cartucho,1,3 ml,3,ml,19,12.63,363.7172457,1.2047,81,173
01/11/2020,2020,11,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",345.85,Insulina,cartucho,1,3 ml,3,ml,19,12.63,319.2640316,1.2047,81,173
01/12/2020,2020,12,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",393.69,Insulina,cartucho,1,3 ml,3,ml,19,12.63,362.0507118,1.2047,81,173
01/01/2021,2021,1,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",393.69,Insulina,cartucho,1,3 ml,3,ml,19,12.63,358.9636246,1.1921,81,173
01/02/2021,2021,2,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",393.69,Insulina,cartucho,1,3 ml,3,ml,19,12.63,356.7163119,1.1921,81,173
01/03/2021,2021,3,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",400.76,Insulina,cartucho,1,3 ml,3,ml,19,12.63,360.1332218,1.1921,81,173
01/04/2021,2021,4,N.L.,LANTUS SOLOSTAR,"MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI",407.85,Insulina,cartucho,1,3 ml,3,ml,19,12.63,365.2989911,1.1774,81,173
